density,pop,county,state
7.7068092455,143476,Coconino,Arizona
28.942035103,235099,Yavapai,Arizona
38.772802142,213787,Yuma,Arizona
5.1559562704,9498,Greenlee,Arizona
11.148081274,110924,Navajo,Arizona
86.243934534,462789,Pinal,Arizona
13.356142655,8252,Nevada,Arkansas
22.754852092,14551,Clay,Arkansas
26.637704838,16419,Cross,Arkansas
10.502163448,7009,Dallas,Arkansas
21.993583557,18219,Drew,Arkansas
30.623376346,23457,Columbia,Arkansas
27.533501081,17958,Randolph,Arkansas
169.21150169,122437,Saline,Arkansas
23.311018833,16545,Van Buren,Arkansas
63.444582879,37432,Boone,Arkansas
23.474179931,13629,Izard,Arkansas
49.507557221,37825,Independence,Arkansas
23.193334411,13024,Lincoln,Arkansas
30.307569482,21466,Logan,Arkansas
28.908936635,18265,Grant,Arkansas
78.565511162,47955,Crittenden,Arkansas
29.095918425,17715,Franklin,Arkansas
194.46828522,126007,Faulkner,Arkansas
17.84474605,10718,Pike,Arkansas
76.80457988,66824,Jefferson,Arkansas
27.96517883,16694,Marion,Arkansas
11.521687699,8986,Montgomery,Arkansas
11.521057496,10281,Scott,Arkansas
11.833169823,7881,Searcy,Arkansas
240.65234879,127827,Sebastian,Arkansas
106.53503309,63257,Crawford,Arkansas
329.21407866,279141,Benton,Arkansas
15.693465327,10118,Chicot,Arkansas
54.886284961,33771,Hot Spring,Arkansas
40.279389752,26578,Johnson,Arkansas
14.697457631,8857,Lee,Arkansas
19.869131375,16576,Madison,Arkansas
14.790360066,11361,Desha,Arkansas
20.183176572,12477,Fulton,Arkansas
22.430767562,13202,Howard,Arkansas
146.66939609,99386,Garland,Arkansas
45.138878247,40651,Mississippi,Arkansas
78.856275223,64072,Pope,Arkansas
12.443872702,8062,Prairie,Arkansas
37.220922658,38682,Union,Arkansas
10.770528812,6320,Woodruff,Arkansas
45.00446495,24919,Cleburne,Arkansas
13.309272715,7956,Cleveland,Arkansas
26.377455852,16719,Jackson,Arkansas
29.596390322,21532,Hempstead,Arkansas
28.858136858,17442,Sharp,Arkansas
20.620908233,12506,Stone,Arkansas
253.92016704,239187,Washington,Arkansas
75.655216879,41932,Baxter,Arkansas
21.24256434,19657,Ashley,Arkansas
155.98965575,110332,Craighead,Arkansas
78.45926416,45325,Greene,Arkansas
12.538444942,6624,Lafayette,Arkansas
18.955371284,10455,Perry,Arkansas
25.562499158,17782,Phillips,Arkansas
31.024751005,23528,Poinsett,Arkansas
30.084666463,17007,Sevier,Arkansas
22.944738637,21341,Yell,Arkansas
8.25531362,5189,Calhoun,Arkansas
25.77136629,22320,Clark,Arkansas
16.577959308,10763,Bradley,Arkansas
27.919679211,16406,Lawrence,Arkansas
11.037114769,6701,Monroe,Arkansas
23.282172074,19964,Polk,Arkansas
37.745621651,20846,Conway,Arkansas
31.908498886,23382,Ouachita,Arkansas
9.4444614151,7753,Newton,Arkansas
17.68383354,17486,Arkansas,Arkansas
23.032572119,12259,Little River,Arkansas
95.03693678,73309,Lonoke,Arkansas
45.043997291,28380,Carroll,Arkansas
69.13026714,43257,Miller,Arkansas
39.375552191,24994,St. Francis,Arkansas
516.73581324,391911,Pulaski,Arkansas
76.084445421,78753,White,Arkansas
143.42146144,277680,Merced,California
51.241878985,64386,Lake,California
11.873656028,17203,Mariposa,California
2.2394002959,8841,Modoc,California
124.47153319,78668,Yuba,California
1608.6423209,1153526,Contra Costa,California
1.7690113294,18039,Inyo,California
6.7323831967,30573,Lassen,California
368.08392539,550660,Stanislaus,California
163.24346466,446499,Santa Barbara,California
313.74622239,494336,Sonoma,California
22.068830947,65084,Tehama,California
43.399192677,181215,Imperial,California
4.7373118689,14444,Mono,California
45.229486087,62808,San Benito,California
2266.8038359,1671329,Alameda,California
1607.9350016,1552058,Sacramento,California
112.91594941,192843,El Dorado,California
184.08552018,137744,Napa,California
132.2662889,434061,Monterey,California
18795.223512,881549,San Francisco,California
3.1526435038,3005,Sierra,California
792.91438376,3338330,San Diego,California
96.634667469,466195,Tulare,California
217.29866745,220500,Yolo,California
37.99127697,135558,Humboldt,California
104.15446736,99755,Nevada,California
1.5291051379,1129,Alpine,California
73.62298192,157327,Madera,California
24.740481573,86749,Mendocino,California
613.82863485,273213,Santa Cruz,California
3.8640974347,12285,Trinity,California
2473.5073498,10039107,Los Angeles,California
342.703209,2470546,Riverside,California
108.63552451,2180085,San Bernardino,California
1493.2046662,1927852,Santa Clara,California
497.3152999,258826,Marin,California
283.09018519,398329,Placer,California
6.9343223736,43539,Siskiyou,California
47.697443513,180080,Shasta,California
544.70103033,447643,Solano,California
27.639863872,27812,Del Norte,California
18.724913044,21547,Colusa,California
21.608599947,28393,Glenn,California
133.93669839,219186,Butte,California
110.00431738,152940,Kings,California
7.3664475247,18807,Plumas,California
85.775180087,283111,San Luis Obispo,California
167.6799017,999101,Fresno,California
110.6947351,900202,Kern,California
4005.6166459,3175692,Orange,California
459.16825553,846006,Ventura,California
45.004949116,45905,Calaveras,California
160.9395951,96971,Sutter,California
1708.6818505,766573,San Mateo,California
24.530013798,54478,Tuolumne,California
547.38885704,762148,San Joaquin,California
66.858209499,39752,Amador,California
6.199777726,4265,Phillips,Colorado
10.391173342,14029,Archuleta,Colorado
4743.9552682,727211,Denver,Colorado
0.7953348788,1406,Kiowa,Colorado
4.334919592,6897,Huerfano,Colorado
1.4015695336,3581,Baca,Colorado
20.086669116,20356,Chaffee,Colorado
41.613730276,6243,Gilpin,Colorado
3.2843989042,7097,Kit Carson,Colorado
20.377448183,60061,Garfield,Colorado
5.3909343068,17462,Gunnison,Colorado
762.59696552,582881,Jefferson,Colorado
0.8780939967,769,Mineral,Colorado
9.1433973996,4952,Ouray,Colorado
1.9633833798,6324,Rio Blanco,Colorado
4.101884615,2248,Sedgwick,Colorado
81.429805285,324492,Weld,Colorado
6.3731703633,8205,Conejos,Colorado
6.8613905706,5068,Custer,Colorado
3.1663577284,3887,Costilla,Colorado
443.64116675,517421,Adams,Colorado
417.91548841,351154,Douglas,Colorado
32.726608698,55127,Eagle,Colorado
21.561657813,8127,Lake,Colorado
33.273132033,56221,La Plata,Colorado
2.8004043902,13283,Moffat,Colorado
18.303260404,17767,Pitkin,Colorado
12.354757523,11267,Rio Grande,Colorado
1.0296488382,1831,Cheyenne,Colorado
3.6864273852,5577,Bent,Colorado
7.6972162063,6061,Crowley,Colorado
1.9256531242,2055,Dolores,Colorado
1.8786342004,728,San Juan,Colorado
0.8626001243,1392,Jackson,Colorado
137.4922924,356899,Larimer,Colorado
12.188088015,22409,Logan,Colorado
12.902166001,26183,Montezuma,Colorado
6.3564403745,8179,San Miguel,Colorado
45.576449143,25388,Teller,Colorado
449.0721707,326196,Boulder,Colorado
14.441579212,26729,Elbert,Colorado
3.0392180855,14506,Las Animas,Colorado
4.2374414873,10019,Yuma,Colorado
2.2116792515,5701,Lincoln,Colorado
10.854269955,25638,Routt,Colorado
50.976513811,31011,Summit,Colorado
22.465424451,16233,Alamosa,Colorado
24.55243145,9700,Clear Creek,Colorado
27.284220284,31162,Delta,Colorado
31.20445954,47839,Fremont,Colorado
70.58553725,168424,Pueblo,Colorado
19.080333806,42758,Montrose,Colorado
22.700768731,29068,Morgan,Colorado
8.5897142148,18845,Park,Colorado
2.1536556841,6824,Saguache,Colorado
46.324405694,154210,Mesa,Colorado
7.4292112205,12172,Prowers,Colorado
0.7339575399,820,Hinsdale,Colorado
338.71841276,720403,El Paso,Colorado
1.949101146,4908,Washington,Colorado
8.5212337515,15734,Grand,Colorado
822.83599885,656590,Arapahoe,Colorado
14.483982029,18278,Otero,Colorado
2135.0741839,70465,Broomfield,Colorado
1310.6490387,558753,New Castle,Delaware
250.20481554,234225,Sussex,Delaware
308.47687444,180786,Kent,Delaware
11543.999939,705749,District of Columbia, District of Columbia
1413.9582297,854757,New Haven,Connecticut
195.90467325,180333,Litchfield,Connecticut
1213.2864925,891720,Hartford,Connecticut
227.67698741,116782,Windham,Connecticut
398.72059141,265206,New London,Connecticut
439.84321801,162436,Middlesex,Connecticut
367.29661189,150721,Tolland,Connecticut
1509.4086275,943332,Fairfield,Connecticut
43.567657611,25473,Washington,Florida
1255.8590575,957755,Duval,Florida
95.933656468,28201,Bradford,Florida
593.05632145,601942,Brevard,Florida
362.63057436,219252,Clay,Florida
15.500288741,8422,Lafayette,Florida
386.1320543,367118,Lake,Florida
136.62350377,88625,Nassau,Florida
3561.2781285,974996,Pinellas,Florida
403.20522157,724777,Polk,Florida
574.29667346,328297,St. Lucie,Florida
17.123165499,13811,Glades,Florida
36.344011064,42022,Hendry,Florida
318.07512707,159923,Indian River,Florida
50.55019229,46414,Jackson,Florida
761.99313226,1496770,Palm Beach,Florida
440.7050343,264672,St. Johns,Florida
1525.3362784,471826,Seminole,Florida
1430.0879913,2716940,Miami-Dade,Florida
230.30172695,174705,Bay,Florida
237.20947675,115081,Flagler,Florida
22.24195612,12125,Franklin,Florida
24.64407634,13639,Gulf,Florida
28.081941717,14428,Hamilton,Florida
9.9980448271,8354,Liberty,Florida
283.03811034,375751,Osceola,Florida
237.68129645,132420,Sumter,Florida
71.377063157,74071,Walton,Florida
88.435431486,45660,Gadsden,Florida
40.966333101,19617,Holmes,Florida
23.819664615,14246,Jefferson,Florida
986.07766533,770577,Lee,Florida
230.15315849,365579,Marion,Florida
42.249148339,26937,Hardee,Florida
192.74608394,384902,Collier,Florida
54.823647905,42168,Okeechobee,Florida
1545.0772998,1393452,Orange,Florida
741.97917716,553947,Pasco,Florida
53.137750778,18582,Gilchrist,Florida
104.3793425,106221,Highlands,Florida
64.507811609,44417,Suwannee,Florida
307.28851819,269043,Alachua,Florida
59.684954353,38001,DeSoto,Florida
24.861791115,14105,Calhoun,Florida
277.35736469,188910,Charlotte,Florida
89.882616434,71686,Columbia,Florida
23.862999057,16826,Dixie,Florida
296.0539284,161000,Martin,Florida
102.382701,74521,Putnam,Florida
780.13055204,433742,Sarasota,Florida
62.56081663,15237,Union,Florida
542.27582552,403253,Manatee,Florida
257.18197519,149657,Citrus,Florida
37.115151768,41503,Levy,Florida
49.911990836,29210,Baker,Florida
182.05920707,184313,Santa Rosa,Florida
502.41804154,553284,Volusia,Florida
440.22546489,293582,Leon,Florida
1623.499921,1952778,Broward,Florida
26.550226543,18493,Madison,Florida
75.509435696,74228,Monroe,Florida
484.51894692,318316,Escambia,Florida
410.01303591,193920,Hernando,Florida
1440.3883066,1471968,Hills,Florida
226.54514971,210738,Okaloosa,Florida
20.673471932,21569,Taylor,Florida
55.636527316,33739,Wakulla,Florida
118.7874112,33610,Lumpkin,Georgia
82.774133665,21312,McDuffie,Georgia
20.246237336,5718,Miller,Georgia
55.485929007,19276,Morgan,Georgia
40.284179989,11923,Heard,Georgia
218.51540925,40280,Oconee,Georgia
267.63323588,87956,Dougherty,Georgia
67.650898703,26188,Fannin,Georgia
736.11147402,234561,Henry,Georgia
419.80001952,157863,Houston,Georgia
58.89289941,47546,Laurens,Georgia
48.849483611,19559,Long,Georgia
340.33316973,66703,Spalding,Georgia
144.71096476,25925,Stephens,Georgia
36.267388825,15860,Telfair,Georgia
76.100933259,24511,Union,Georgia
81.368499194,26320,Upson,Georgia
30.027404572,20374,Washington,Georgia
127.92876454,30798,White,Georgia
183.29249658,27546,Peach,Georgia
540.02982095,168667,Paulding,Georgia
57.174392586,19465,Pierce,Georgia
87.752048679,18962,Pike,Georgia
624.41570879,202518,Richmond,Georgia
21.626845678,13966,Screven,Georgia
52.588936502,25286,Tattnall,Georgia
42.783499826,19397,Berrien,Georgia
156.27806989,69761,Walker,Georgia
2174.1752753,936250,Gwinnett,Georgia
516.90185253,83240,Barrow,Georgia
17.167318689,13392,Charlton,Georgia
8.1202878844,6618,Clinch,Georgia
234.76983541,107738,Bartow,Georgia
731.21043705,146343,Douglas,Georgia
54.197856078,24633,Grady,Georgia
45.675982346,15115,Jeff Davis,Georgia
17.952857857,8457,Hancock,Georgia
360.24224386,104628,Whitfield,Georgia
22.073290155,6189,Calhoun,Georgia
32.314015098,12947,Macon,Georgia
168.89065797,69922,Troup,Georgia
614.11369433,153159,Bibb,Georgia
75.968342179,35236,Harris,Georgia
22.837741593,8359,Marion,Georgia
31.49628518,5257,Schley,Georgia
35.476726848,20247,Worth,Georgia
59.632498232,12873,Bleckley,Georgia
34.10329848,13390,Dooly,Georgia
58.252119003,10654,Evans,Georgia
89.267709284,23349,Franklin,Georgia
12.452439924,2607,Webster,Georgia
134.28047126,64296,Effingham,Georgia
103.96149303,19077,Lamar,Georgia
20.668466164,2971,Glascock,Georgia
33.27497148,22646,Emanuel,Georgia
15.201265389,2299,Quitman,Georgia
668.24945353,289430,Chatham,Georgia
38.595984708,14219,Jasper,Georgia
31.823101062,9643,Johnson,Georgia
53.033498688,10423,Lanier,Georgia
118.95161658,61435,Liberty,Georgia
105.83442339,29880,Madison,Georgia
42.687998082,21863,Mitchell,Georgia
34.058009568,8090,Seminole,Georgia
155.79031876,40644,Tift,Georgia
22.602039493,8120,Twiggs,Georgia
137.31381163,42613,Polk,Georgia
15.828711442,6195,Talbot,Georgia
21.290923576,8020,Taylor,Georgia
25.409627259,8531,Terrell,Georgia
81.61793304,44451,Thomas,Georgia
73.706990666,26830,Toombs,Georgia
19.932576164,8954,Wilkinson,Georgia
38.035182446,9172,Montgomery,Georgia
34.753603574,15259,Oglethorpe,Georgia
15.827719353,6778,Randolph,Georgia
700.17769965,90896,Rockdale,Georgia
39.738681805,35734,Ware,Georgia
46.619857609,29927,Wayne,Georgia
26.583004569,7855,Wheeler,Georgia
22.855356522,8635,Wilcox,Georgia
173.52206295,44890,Baldwin,Georgia
82.885148043,19234,Banks,Georgia
117.7718324,79608,Bulloch,Georgia
1076.3988884,128331,Clarke,Georgia
14.503289288,2834,Clay,Georgia
9.5288579495,4006,Echols,Georgia
203.29351446,85292,Glynn,Georgia
2836.041489,759297,DeKalb,Georgia
105.58352184,29792,Haralson,Georgia
214.84764978,72977,Jackson,Georgia
29.174765401,15362,Jefferson,Georgia
72.942274444,28735,Jones,Georgia
37.650702451,7921,Lincoln,Georgia
116.39102014,40096,Murray,Georgia
